store_id,year,month,sales_target
S005,2023,4,379581.74
S005,2023,5,396250.66
S005,2023,6,384689.4
S005,2023,7,418273.83
S005,2023,8,395034.31
S005,2023,9,374386.21
S005,2023,10,382483.35
S005,2023,11,428728.21
S005,2023,12,493372.2
S005,2024,1,339804.1
S005,2024,2,340199.54
S005,2024,3,382966.23
S005,2024,4,377126.15
S005,2024,5,400076.62
S005,2024,6,390300.5
S005,2024,7,406195.09
S005,2024,8,420195.47
S005,2024,9,376607.1
S005,2024,10,383908.79
S005,2024,11,434087.49
S005,2024,12,493882.31
S006,2023,1,442714.52
S006,2023,2,399871.89
S006,2023,3,477408.28
S006,2023,4,487453.2
S006,2023,5,488982.53
S006,2023,6,487855.07
S006,2023,7,507555.67
S006,2023,8,501580.97
S006,2023,9,461016.28
S006,2023,10,492045.24
S006,2023,11,546668.41
S006,2023,12,600384.57
S006,2024,1,442649.55
S006,2024,2,418594.37
S006,2024,3,477481.36
S006,2024,4,470849.79
S006,2024,5,487654.17
S006,2024,6,493756.71
S006,2024,7,511697.89
S006,2024,8,506474.64
S006,2024,9,458514.69
S006,2024,10,495119.24
S006,2024,11,539382.57
S006,2024,12,619051.98
S007,2023,1,298992.47
S007,2023,2,283564.09
S007,2023,3,328369.92
S007,2023,4,335717.05
S007,2023,5,347264.48
S007,2023,6,334369.58
S007,2023,7,365422.5
S007,2023,8,345535.57
S007,2023,9,325984.31
S007,2023,10,336988.34
S007,2023,11,374306.05
S007,2023,12,430689.32
S007,2024,1,304965.18
S007,2024,2,293004.92
S007,2024,3,326622.89
S007,2024,4,329526.4
S007,2024,5,336677.92
S007,2024,6,342594.82
S007,2024,7,348429.02
S007,2024,8,347357.32
S007,2024,9,321191.09
S007,2024,10,339197.27
S007,2024,11,379437.01
S007,2024,12,412420.42
S008,2023,1,249460.39
S008,2023,2,231017.01
S008,2023,3,265258.23
S008,2023,4,274967.28
S008,2023,5,279234.06
S008,2023,6,286265.6
S008,2023,7,294865.88
S008,2023,8,283514.53
S008,2023,9,265849.7
S008,2023,10,276550.7
S008,2023,11,307283.73
S008,2023,12,352129.01
S008,2024,1,256570.81
S008,2024,2,239201.98
S008,2024,3,270144.19
S008,2024,4,272567.98
S008,2024,5,280243.37
S008,2024,6,286091.77
S008,2024,7,293314.37
S008,2024,8,286031.81
S008,2024,9,263320.39
S008,2024,10,278346.05
S008,2024,11,310114.37
S008,2024,12,343363.51
S009,2023,1,332633.77
S009,2023,2,301379.96
S009,2023,3,345841.17
S009,2023,4,352457.2
S009,2023,5,376151.73
S009,2023,6,369361.23
S009,2023,7,382785.13
S009,2023,8,378924.31
S009,2023,9,343253.91
S009,2023,10,362213.24
S009,2023,11,394818.65
S009,2023,12,468357.93
S009,2024,1,325526.77
S009,2024,2,306127.78
S009,2024,3,356505.05
S009,2024,4,349562.87
S009,2024,5,372485.95
S009,2024,6,369155.11
S009,2024,7,379229.65
S009,2024,8,376840.05
S009,2024,9,338307.5
S009,2024,10,355187.56
S009,2024,11,407648.31
S009,2024,12,450350.57
S010,2023,1,461024.44
S010,2023,2,409715.22
S010,2023,3,480050.85
S010,2023,4,480705.08
S010,2023,5,517217.57
S010,2023,6,507578.95
S010,2023,7,537946.6
S010,2023,8,511154.98
S010,2023,9,475454.13
S010,2023,10,497998.82
S010,2023,11,560330.59
S010,2023,12,641347.22
S010,2024,1,453192.6
S010,2024,2,419416.97
S010,2024,3,481047.17
S010,2024,4,477849.72
S010,2024,5,499989.98
S010,2024,6,515371.73
S010,2024,7,525184.37
S010,2024,8,536656.02
S010,2024,9,476058.75
S010,2024,10,502315.55
S010,2024,11,555798.23
S010,2024,12,635645.25
S011,2023,1,262418.05
S011,2023,2,234418.74
S011,2023,3,283316.23
S011,2023,4,282391.09
S011,2023,5,297484.16
S011,2023,6,291633.43
S011,2023,7,305276.71
S011,2023,8,301583.9
S011,2023,9,279947.39
S011,2023,10,283641.79
S011,2023,11,323160.02
S011,2023,12,358552.18
S011,2024,1,261591.7
S011,2024,2,244012.84
S011,2024,3,280698.04
S011,2024,4,271441.94
S011,2024,5,290585.16
S011,2024,6,289530.55
S011,2024,7,302661.58
S011,2024,8,298657.89
S011,2024,9,272261.3
S011,2024,10,284226.78
S011,2024,11,314794.57
S011,2024,12,363206.38
S012,2023,1,306414.6
S012,2023,2,272956.07
S012,2023,3,328010.79
S012,2023,4,328044.47
S012,2023,5,341586.65
S012,2023,6,330274.09
S012,2023,7,355946.69
S012,2023,8,340756.29
S012,2023,9,320986.69
S012,2023,10,337032.06
S012,2023,11,376580.28
S012,2023,12,438458.77
S012,2024,1,295343.6
S012,2024,2,288593.95
S012,2024,3,327803.24
S012,2024,4,327480.4
S012,2024,5,344774.74
S012,2024,6,348521.98
S012,2024,7,360022.78
S012,2024,8,348826.96
S012,2024,9,328905.16
S012,2024,10,341257.5
S012,2024,11,376045.64
S012,2024,12,425639.78
S013,2023,1,358910.05
S013,2023,2,329870.09
S013,2023,3,406510.15
S013,2023,4,390634.2
S013,2023,5,406063.63
S013,2023,6,417114.96
S013,2023,7,429094.86
S013,2023,8,424584.15
S013,2023,9,397274.61
S013,2023,10,395705.16
S013,2023,11,452623.45
S013,2023,12,519446.07
S013,2024,1,362938.09
S013,2024,2,346322.75
S013,2024,3,397244.52
S013,2024,4,388749.52
S013,2024,5,415486.2
S013,2024,6,415158.44
S013,2024,7,424133.56
S013,2024,8,414557.0
S013,2024,9,397996.18
S013,2024,10,406634.02
S013,2024,11,452747.41
S013,2024,12,508784.89
S014,2023,1,449293.04
S014,2023,2,394619.86
S014,2023,3,465240.12
S014,2023,4,466005.07
S014,2023,5,500279.2
S014,2023,6,486996.07
S014,2023,7,511364.19
S014,2023,8,502046.66
S014,2023,9,464258.89
S014,2023,10,473507.0
S014,2023,11,538206.23
S014,2023,12,609966.65
S014,2024,1,421934.62
S014,2024,2,420794.93
S014,2024,3,462741.19
S014,2024,4,463592.13
S014,2024,5,497556.83
S014,2024,6,497230.76
S014,2024,7,515967.22
S014,2024,8,501177.28
S014,2024,9,474317.88
S014,2024,10,483169.69
S014,2024,11,529583.83
S014,2024,12,619398.22
S015,2023,1,436217.24
S015,2023,2,403666.73
S015,2023,3,469144.16
S015,2023,4,470003.59
S015,2023,5,480068.79
S015,2023,6,475137.8
S015,2023,7,508137.11
S015,2023,8,496558.78
S015,2023,9,465613.08
S015,2023,10,470658.7
S015,2023,11,543393.6
S015,2023,12,599203.05
S015,2024,1,424173.56
S015,2024,2,409295.22
S015,2024,3,476347.3
S015,2024,4,454170.33
S015,2024,5,477301.1
S015,2024,6,482105.43
S015,2024,7,509157.28
S015,2024,8,497031.11
S015,2024,9,449359.86
S015,2024,10,478363.03
S015,2024,11,530308.86
S015,2024,12,605239.44
S016,2023,1,348261.12
S016,2023,2,328760.43
S016,2023,3,374870.23
S016,2023,4,390898.32
S016,2023,5,419064.28
S016,2023,6,400007.1
S016,2023,7,430016.69
S016,2023,8,407381.19
S016,2023,9,380702.86
S016,2023,10,385603.56
S016,2023,11,443972.7
S016,2023,12,516880.1
S016,2024,1,354806.38
S016,2024,2,351230.11
S016,2024,3,384752.55
S016,2024,4,395884.87
S016,2024,5,412952.29
S016,2024,6,399588.12
S016,2024,7,424813.61
S016,2024,8,423357.47
S016,2024,9,375676.11
S016,2024,10,405350.25
S016,2024,11,451669.71
S016,2024,12,488285.88
S017,2023,1,395660.68
S017,2023,2,368028.03
S017,2023,3,433300.69
S017,2023,4,437391.83
S017,2023,5,458773.11
S017,2023,6,442136.83
S017,2023,7,461700.62
S017,2023,8,461293.66
S017,2023,9,418180.92
S017,2023,10,442635.45
S017,2023,11,504173.61
S017,2023,12,560284.08
S017,2024,1,387097.96
S017,2024,2,381038.96
S017,2024,3,434805.98
S017,2024,4,431645.72
S017,2024,5,453177.5
S017,2024,6,450802.7
S017,2024,7,471236.32
S017,2024,8,468028.97
S017,2024,9,432819.6
S017,2024,10,451876.81
S017,2024,11,506370.43
S017,2024,12,555901.62
S018,2023,1,382099.95
S018,2023,2,359381.34
S018,2023,3,411898.7
S018,2023,4,418755.86
S018,2023,5,425643.79
S018,2023,6,438372.77
S018,2023,7,452365.97
S018,2023,8,457579.64
S018,2023,9,410862.2
S018,2023,10,422613.65
S018,2023,11,482187.58
S018,2023,12,543577.13
S018,2024,1,377232.47
S018,2024,2,359384.63
S018,2024,3,416749.7
S018,2024,4,405334.18
S018,2024,5,429815.92
S018,2024,6,450790.12
S018,2024,7,453261.81
S018,2024,8,438729.64
S018,2024,9,408504.88
S018,2024,10,423467.76
S018,2024,11,482363.67
S018,2024,12,535947.98
S019,2023,1,348498.15
S019,2023,2,309457.84
S019,2023,3,373665.32
S019,2023,4,369569.64
S019,2023,5,380909.18
S019,2023,6,383400.32
S019,2023,7,399938.64
S019,2023,8,399016.47
S019,2023,9,357848.43
S019,2023,10,381009.35
S019,2023,11,417458.61
S019,2023,12,471141.0
S019,2024,1,338375.65
S019,2024,2,326225.2
S019,2024,3,375288.52
S019,2024,4,365769.93
S019,2024,5,381392.14
S019,2024,6,383572.36
S019,2024,7,404457.02
S019,2024,8,393217.56
S019,2024,9,375747.5
S019,2024,10,374116.16
S019,2024,11,435866.23
S019,2024,12,477145.59
S020,2023,1,384940.53
S020,2023,2,353840.16
S020,2023,3,401664.84
S020,2023,4,424882.17
S020,2023,5,436908.96
S020,2023,6,424987.53
S020,2023,7,451014.54
S020,2023,8,443762.48
S020,2023,9,416265.19
S020,2023,10,410326.91
S020,2023,11,464667.02
S020,2023,12,523965.62
S020,2024,1,383636.86
S020,2024,2,351329.72
S020,2024,3,423043.24
S020,2024,4,401920.55
S020,2024,5,423708.16
S020,2024,6,432550.39
S020,2024,7,447997.51
S020,2024,8,430077.44
S020,2024,9,402376.75
S020,2024,10,419939.96
S020,2024,11,469861.56
S020,2024,12,517349.32
S021,2023,1,318252.89
S021,2023,2,290840.36
S021,2023,3,345485.54
S021,2023,4,347435.76
S021,2023,5,362436.35
S021,2023,6,368241.09
S021,2023,7,380205.0
S021,2023,8,369866.16
S021,2023,9,349620.69
S021,2023,10,361717.29
S021,2023,11,401358.03
S021,2023,12,462554.21
S021,2024,1,324336.69
S021,2024,2,304903.71
S021,2024,3,340742.89
S021,2024,4,349012.07
S021,2024,5,369822.39
S021,2024,6,369638.07
S021,2024,7,374186.28
S021,2024,8,370308.5
S021,2024,9,346718.68
S021,2024,10,352190.68
S021,2024,11,406470.5
S021,2024,12,448713.84
S022,2023,1,436229.13
S022,2023,2,410404.66
S022,2023,3,460166.49
S022,2023,4,473708.14
S022,2023,5,494755.05
S022,2023,6,478222.91
S022,2023,7,533552.09
S022,2023,8,495209.13
S022,2023,9,487587.18
S022,2023,10,486422.86
S022,2023,11,559574.71
S022,2023,12,611448.86
S022,2024,1,436387.92
S022,2024,2,429551.63
S022,2024,3,488327.59
S022,2024,4,464299.44
S022,2024,5,492405.29
S022,2024,6,508431.29
S022,2024,7,518489.42
S022,2024,8,530340.14
S022,2024,9,477532.95
S022,2024,10,481076.04
S022,2024,11,563715.78
S022,2024,12,605924.43
S023,2023,1,305569.06
S023,2023,2,277076.22
S023,2023,3,320172.46
S023,2023,4,324790.89
S023,2023,5,351295.47
S023,2023,6,339796.17
S023,2023,7,362434.92
S023,2023,8,354044.81
S023,2023,9,326507.59
S023,2023,10,332070.75
S023,2023,11,387727.35
S023,2023,12,424449.43
S023,2024,1,307409.29
S023,2024,2,287843.21
S023,2024,3,334127.82
S023,2024,4,328637.96
S023,2024,5,346966.58
S023,2024,6,356160.2
S023,2024,7,366517.61
S023,2024,8,346862.25
S023,2024,9,323278.34
S023,2024,10,335582.87
S023,2024,11,373955.8
S023,2024,12,431144.85
S024,2023,1,265040.75
S024,2023,2,236183.28
S024,2023,3,279109.44
S024,2023,4,283287.25
S024,2023,5,289252.28
S024,2023,6,288068.94
S024,2023,7,297035.92
S024,2023,8,295827.19
S024,2023,9,268578.0
S024,2023,10,287729.7
S024,2023,11,311947.79
S024,2023,12,358254.23
S024,2024,1,258800.13
S024,2024,2,243627.03
S024,2024,3,278910.11
S024,2024,4,272106.93
S024,2024,5,289844.98
S024,2024,6,292750.76
S024,2024,7,305272.62
S024,2024,8,299309.53
S024,2024,9,282474.16
S024,2024,10,287100.39
S024,2024,11,312319.04
S024,2024,12,358897.95
S025,2023,1,245159.36
S025,2023,2,220349.68
S025,2023,3,259219.06
S025,2023,4,258155.66
S025,2023,5,270797.2
S025,2023,6,270508.06
S025,2023,7,277335.45
S025,2023,8,281398.25
S025,2023,9,263306.96
S025,2023,10,269670.5
S025,2023,11,300466.36
S025,2023,12,336481.91
S025,2024,1,239803.31
S025,2024,2,229211.71
S025,2024,3,259442.3
S025,2024,4,252848.99
S025,2024,5,274208.0
S025,2024,6,271914.33
S025,2024,7,282338.6
S025,2024,8,275983.91
S025,2024,9,253967.08
S025,2024,10,265967.07
S025,2024,11,297230.35
S025,2024,12,342854.24
S026,2023,1,232981.84
S026,2023,2,217823.08
S026,2023,3,257478.93
S026,2023,4,253097.9
S026,2023,5,267648.57
S026,2023,6,254491.66
S026,2023,7,279500.45
S026,2023,8,266732.67
S026,2023,9,260437.46
S026,2023,10,254082.73
S026,2023,11,280332.72
S026,2023,12,324649.73
S026,2024,1,230818.74
S026,2024,2,217691.06
S026,2024,3,249154.04
S026,2024,4,251837.53
S026,2024,5,268146.56
S026,2024,6,266712.03
S026,2024,7,264041.24
S026,2024,8,265424.23
S026,2024,9,248277.44
S026,2024,10,260524.97
S026,2024,11,287766.72
S026,2024,12,317227.89
S027,2023,1,360145.27
S027,2023,2,323086.99
S027,2023,3,377406.23
S027,2023,4,382061.55
S027,2023,5,412124.15
S027,2023,6,404705.8
S027,2023,7,413763.31
S027,2023,8,407684.23
S027,2023,9,379144.35
S027,2023,10,400152.25
S027,2023,11,445244.74
S027,2023,12,498065.58
S027,2024,1,355475.66
S027,2024,2,326027.55
S027,2024,3,400317.56
S027,2024,4,382017.91
S027,2024,5,409169.43
S027,2024,6,410034.65
S027,2024,7,412016.76
S027,2024,8,419046.39
S027,2024,9,379893.4
S027,2024,10,398000.5
S027,2024,11,437998.59
S027,2024,12,500476.28
S028,2023,1,327028.63
S028,2023,2,296102.37
S028,2023,3,346889.61
S028,2023,4,352991.97
S028,2023,5,375725.19
S028,2023,6,372021.72
S028,2023,7,398814.41
S028,2023,8,370948.8
S028,2023,9,351396.23
S028,2023,10,368394.09
S028,2023,11,421882.33
S028,2023,12,456185.01
S028,2024,1,326679.01
S028,2024,2,306395.09
S028,2024,3,354498.08
S028,2024,4,349448.31
S028,2024,5,377998.88
S028,2024,6,377175.55
S028,2024,7,385958.8
S028,2024,8,381156.78
S028,2024,9,342410.12
S028,2024,10,358048.42
S028,2024,11,420214.92
S028,2024,12,470700.19
S029,2023,1,253051.58
S029,2023,2,238353.22
S029,2023,3,277561.6
S029,2023,4,276762.98
S029,2023,5,285840.59
S029,2023,6,280335.55
S029,2023,7,294921.44
S029,2023,8,294756.88
S029,2023,9,269327.36
S029,2023,10,276696.22
S029,2023,11,317859.18
S029,2023,12,349680.79
S029,2024,1,252768.12
S029,2024,2,252551.73
S029,2024,3,276606.3
S029,2024,4,273994.36
S029,2024,5,292330.55
S029,2024,6,286931.32
S029,2024,7,288429.37
S029,2024,8,300792.81
S029,2024,9,264039.3
S029,2024,10,275838.07
S029,2024,11,313032.39
S029,2024,12,362317.88
S030,2023,1,328955.15
S030,2023,2,305127.91
S030,2023,3,361327.49
S030,2023,4,358823.78
S030,2023,5,366671.91
S030,2023,6,370236.31
S030,2023,7,387911.96
S030,2023,8,389263.66
S030,2023,9,350198.99
S030,2023,10,380916.72
S030,2023,11,412960.05
S030,2023,12,454721.21
S030,2024,1,336028.41
S030,2024,2,321337.58
S030,2024,3,361247.51
S030,2024,4,349109.76
S030,2024,5,378447.33
S030,2024,6,370902.9
S030,2024,7,394494.96
S030,2024,8,385088.46
S030,2024,9,362035.57
S030,2024,10,360610.57
S030,2024,11,420001.71
S030,2024,12,465908.01
S031,2023,1,230272.46
S031,2023,2,209673.95
S031,2023,3,239263.36
S031,2023,4,253409.91
S031,2023,5,249938.91
S031,2023,6,255214.09
S031,2023,7,270956.82
S031,2023,8,256884.56
S031,2023,9,246532.19
S031,2023,10,254032.02
S031,2023,11,282678.39
S031,2023,12,313152.63
S031,2024,1,220637.96
S031,2024,2,220124.37
S031,2024,3,245763.42
S031,2024,4,243872.49
S031,2024,5,258870.62
S031,2024,6,255426.87
S031,2024,7,267416.67
S031,2024,8,261506.72
S031,2024,9,242827.76
S031,2024,10,247012.74
S031,2024,11,278266.58
S031,2024,12,310978.06
S032,2023,1,279169.44
S032,2023,2,253037.81
S032,2023,3,295667.07
S032,2023,4,304165.89
S032,2023,5,316142.19
S032,2023,6,307788.93
S032,2023,7,324701.31
S032,2023,8,320105.8
S032,2023,9,295125.52
S032,2023,10,299716.16
S032,2023,11,342881.03
S032,2023,12,379144.77
S032,2024,1,277642.7
S032,2024,2,263244.33
S032,2024,3,302893.37
S032,2024,4,299524.43
S032,2024,5,313896.77
S032,2024,6,317986.25
S032,2024,7,320793.3
S032,2024,8,318598.51
S032,2024,9,298415.71
S032,2024,10,300449.2
S032,2024,11,353082.64
S032,2024,12,377388.8
S033,2023,1,239782.95
S033,2023,2,214214.42
S033,2023,3,257972.4
S033,2023,4,255802.96
S033,2023,5,269949.11
S033,2023,6,269185.26
S033,2023,7,281268.63
S033,2023,8,269475.14
S033,2023,9,247034.49
S033,2023,10,253243.84
S033,2023,11,284308.78
S033,2023,12,324799.11
S033,2024,1,229465.33
S033,2024,2,223682.62
S033,2024,3,254246.98
S033,2024,4,246861.08
S033,2024,5,266284.47
S033,2024,6,263801.59
S033,2024,7,267300.36
S033,2024,8,271491.56
S033,2024,9,253696.31
S033,2024,10,252065.95
S033,2024,11,298068.76
S033,2024,12,321241.22
S034,2023,1,319952.28
S034,2023,2,280886.94
S034,2023,3,336502.37
S034,2023,4,348931.57
S034,2023,5,349269.62
S034,2023,6,358129.68
S034,2023,7,369379.09
S034,2023,8,367436.12
S034,2023,9,330124.35
S034,2023,10,348280.07
S034,2023,11,386891.98
S034,2023,12,441684.86
S034,2024,1,315335.58
S034,2024,2,301136.62
S034,2024,3,336800.5
S034,2024,4,339267.36
S034,2024,5,355596.41
S034,2024,6,362940.23
S034,2024,7,358555.99
S034,2024,8,350886.16
S034,2024,9,333436.16
S034,2024,10,352589.11
S034,2024,11,381922.74
S034,2024,12,433088.93
S035,2023,1,312087.83
S035,2023,2,286999.39
S035,2023,3,344407.84
S035,2023,4,344510.48
S035,2023,5,359931.91
S035,2023,6,357424.26
S035,2023,7,369211.2
S035,2023,8,361656.43
S035,2023,9,338152.28
S035,2023,10,354898.19
S035,2023,11,398550.69
S035,2023,12,439704.16
S035,2024,1,314054.75
S035,2024,2,309918.94
S035,2024,3,340243.66
S035,2024,4,334040.57
S035,2024,5,366423.7
S035,2024,6,363849.0
S035,2024,7,366983.24
S035,2024,8,367762.48
S035,2024,9,331788.68
S035,2024,10,352015.06
S035,2024,11,398744.04
S035,2024,12,434505.26
S036,2023,1,259356.01
S036,2023,2,238133.16
S036,2023,3,278314.39
S036,2023,4,289072.81
S036,2023,5,299687.77
S036,2023,6,299263.79
S036,2023,7,317362.97
S036,2023,8,303979.28
S036,2023,9,272102.82
S036,2023,10,287187.65
S036,2023,11,327972.47
S036,2023,12,376836.92
S036,2024,1,263648.82
S036,2024,2,245478.9
S036,2024,3,279606.95
S036,2024,4,280159.37
S036,2024,5,298635.96
S036,2024,6,299467.7
S036,2024,7,311167.37
S036,2024,8,301613.45
S036,2024,9,274041.92
S036,2024,10,283891.61
S036,2024,11,331223.84
S036,2024,12,354539.42
S037,2023,1,316393.56
S037,2023,2,284819.49
S037,2023,3,331224.5
S037,2023,4,334776.55
S037,2023,5,357503.56
S037,2023,6,343282.52
S037,2023,7,367417.26
S037,2023,8,357335.67
S037,2023,9,333610.69
S037,2023,10,346605.39
S037,2023,11,388933.77
S037,2023,12,438517.6
S037,2024,1,311542.09
S037,2024,2,296882.55
S037,2024,3,340983.76
S037,2024,4,339380.25
S037,2024,5,354600.31
S037,2024,6,358302.05
S037,2024,7,374017.45
S037,2024,8,362084.65
S037,2024,9,330368.57
S037,2024,10,348350.2
S037,2024,11,381946.05
S037,2024,12,431214.68
S038,2023,1,330651.75
S038,2023,2,298683.73
S038,2023,3,347862.27
S038,2023,4,340140.61
S038,2023,5,361416.41
S038,2023,6,362199.68
S038,2023,7,374506.72
S038,2023,8,369592.29
S038,2023,9,351765.77
S038,2023,10,354557.03
S038,2023,11,407528.74
S038,2023,12,461260.44
S038,2024,1,327806.19
S038,2024,2,310688.92
S038,2024,3,342635.95
S038,2024,4,347274.14
S038,2024,5,364673.84
S038,2024,6,362124.17
S038,2024,7,376259.42
S038,2024,8,364280.67
S038,2024,9,347895.65
S038,2024,10,353889.01
S038,2024,11,406509.51
S038,2024,12,453995.21
S039,2023,1,414978.97
S039,2023,2,376438.61
S039,2023,3,448213.8
S039,2023,4,442543.26
S039,2023,5,450719.54
S039,2023,6,455165.9
S039,2023,7,480232.09
S039,2023,8,470476.9
S039,2023,9,432342.96
S039,2023,10,450277.9
S039,2023,11,516545.97
S039,2023,12,571004.09
S039,2024,1,407897.75
S039,2024,2,390561.14
S039,2024,3,444206.85
S039,2024,4,442846.89
S039,2024,5,454281.65
S039,2024,6,460259.63
S039,2024,7,461915.5
S039,2024,8,459979.13
S039,2024,9,443214.1
S039,2024,10,441179.65
S039,2024,11,515016.28
S039,2024,12,554952.82
S040,2023,1,424941.72
S040,2023,2,373021.91
S040,2023,3,446453.87
S040,2023,4,455195.48
S040,2023,5,475177.9
S040,2023,6,461115.63
S040,2023,7,483846.17
S040,2023,8,475766.62
S040,2023,9,443874.68
S040,2023,10,475449.52
S040,2023,11,509738.14
S040,2023,12,598604.43
S040,2024,1,419242.72
S040,2024,2,391941.63
S040,2024,3,449386.97
S040,2024,4,443245.06
S040,2024,5,466873.67
S040,2024,6,470147.52
S040,2024,7,494121.03
S040,2024,8,494297.74
S040,2024,9,459028.86
S040,2024,10,462466.75
S040,2024,11,521123.27
S040,2024,12,573127.67
S041,2023,1,370281.83
S041,2023,2,332706.48
S041,2023,3,389423.95
S041,2023,4,393588.56
S041,2023,5,395676.11
S041,2023,6,405360.66
S041,2023,7,427184.17
S041,2023,8,398576.02
S041,2023,9,378700.58
S041,2023,10,412314.65
S041,2023,11,460761.43
S041,2023,12,506084.24
S041,2024,1,356013.21
S041,2024,2,344527.41
S041,2024,3,385546.59
S041,2024,4,389349.82
S041,2024,5,414206.26
S041,2024,6,413705.33
S041,2024,7,426078.44
S041,2024,8,405811.05
S041,2024,9,385645.72
S041,2024,10,402498.38
S041,2024,11,447954.45
S041,2024,12,506237.02
S042,2023,1,313800.29
S042,2023,2,278603.93
S042,2023,3,325164.22
S042,2023,4,330587.92
S042,2023,5,349317.97
S042,2023,6,353579.41
S042,2023,7,363261.47
S042,2023,8,354598.48
S042,2023,9,329836.95
S042,2023,10,350171.37
S042,2023,11,377021.4
S042,2023,12,432151.88
S042,2024,1,304416.69
S042,2024,2,294393.05
S042,2024,3,338718.36
S042,2024,4,325740.14
S042,2024,5,348154.0
S042,2024,6,343353.62
S042,2024,7,359830.45
S042,2024,8,358054.68
S042,2024,9,339750.18
S042,2024,10,346954.25
S042,2024,11,390350.96
S042,2024,12,440879.45
S043,2023,1,347107.93
S043,2023,2,307482.49
S043,2023,3,359749.87
S043,2023,4,367527.28
S043,2023,5,380329.7
S043,2023,6,384799.13
S043,2023,7,398494.92
S043,2023,8,385442.34
S043,2023,9,357991.52
S043,2023,10,374103.85
S043,2023,11,421857.03
S043,2023,12,475210.7
S043,2024,1,337756.96
S043,2024,2,324319.63
S043,2024,3,364268.84
S043,2024,4,365143.09
S043,2024,5,374321.76
S043,2024,6,386104.93
S043,2024,7,405798.52
S043,2024,8,398376.53
S043,2024,9,355360.44
S043,2024,10,379639.5
S043,2024,11,421182.27
S043,2024,12,484035.41
S044,2023,1,356321.6
S044,2023,2,314703.02
S044,2023,3,362992.33
S044,2023,4,368080.4
S044,2023,5,385845.27
S044,2023,6,381106.41
S044,2023,7,389653.82
S044,2023,8,387526.62
S044,2023,9,367499.02
S044,2023,10,369945.22
S044,2023,11,420029.21
S044,2023,12,482006.87
S044,2024,1,345891.94
S044,2024,2,320925.41
S044,2024,3,372324.39
S044,2024,4,365507.16
S044,2024,5,386246.05
S044,2024,6,391433.82
S044,2024,7,392622.96
S044,2024,8,401930.67
S044,2024,9,365795.01
S044,2024,10,376810.68
S044,2024,11,436132.3
S044,2024,12,485229.91
S045,2023,1,278223.67
S045,2023,2,264446.38
S045,2023,3,296355.72
S045,2023,4,310879.8
S045,2023,5,322996.44
S045,2023,6,321333.81
S045,2023,7,341176.09
S045,2023,8,322872.73
S045,2023,9,300842.27
S045,2023,10,307401.01
S045,2023,11,352380.87
S045,2023,12,389445.73
S045,2024,1,285252.24
S045,2024,2,266129.61
S045,2024,3,303600.45
S045,2024,4,295743.6
S045,2024,5,320381.37
S045,2024,6,310371.27
